"","BGN_DATE","EVTYPE","COUNTY","COUNTYNAME","STATE","FATALITIES","INJURIES","LATITUDE","LONGITUDE"
"386360","9/10/2000 0:00:00","FLASH FLOOD",33,"CRAWFORD","IL",0,1,0,0
"386507","12/13/2000 0:00:00","WINTER STORM",38,"ILZ038 - 043>047 - 052>057 - 061>063 - 066>068 - 071>073","IL",1,1,0,0
"386512","12/16/2000 0:00:00","EXTREME WINDCHILL",58,"ILZ058>060 - 064>065 - 069>070 - 074 - 079 - 095>102","IL",1,0,0,0
"386517","12/22/2000 0:00:00","EXTREME COLD",100,"ILZ100","IL",1,0,0,0
"386667","5/9/2000 0:00:00","TSTM WIND",45,"FOUNTAIN","IN",1,0,4007,8705
"386670","5/9/2000 0:00:00","TSTM WIND",107,"MONTGOMERY","IN",0,3,4005,8704
"386716","5/9/2000 0:00:00","TSTM WIND",3,"ALLEN","IN",0,2,4114,8510
"386727","5/9/2000 0:00:00","TSTM WIND",3,"ALLEN","IN",0,7,4104,8508
"386932","6/14/2000 0:00:00","EXCESSIVE HEAT",47,"INZ047","IN",1,0,0,0
"386956","6/14/2000 0:00:00","TORNADO",169,"WABASH","IN",0,3,4101,8548
"387089","8/6/2000 0:00:00","TSTM WIND",127,"PORTER","IN",0,1,4126,8704
"387191","8/17/2000 0:00:00","TSTM WIND",81,"JOHNSON","IN",0,1,3933,8613
"387224","8/27/2000 0:00:00","TSTM WIND",129,"POSEY","IN",0,2,3810,8747
"387227","8/27/2000 0:00:00","TSTM WIND",173,"WARRICK","IN",0,2,3757,8725
"387263","9/20/2000 0:00:00","TSTM WIND",119,"OWEN","IN",0,1,3916,8642
"387297","10/5/2000 0:00:00","FLASH FLOOD",105,"MONROE","IN",1,0,0,0
"387368","4/4/2000 0:00:00","NON-SEVERE WIND DAMAGE",163,"SCOTT","IA",0,7,0,0
"387406","5/8/2000 0:00:00","TSTM WIND",157,"POWESHIEK","IA",0,1,4145,9244
"387432","5/11/2000 0:00:00","TORNADO",13,"BLACK HAWK","IA",1,25,4231,9227
"387626","5/31/2000 0:00:00","TORNADO",113,"LINN","IA",0,1,4209,9137
"387861","6/23/2000 0:00:00","URBAN/SML STREAM FLD",87,"HENRY","IA",1,0,0,0
"387868","6/24/2000 0:00:00","URBAN/SML STREAM FLD",45,"CLINTON","IA",1,0,0,0
"388050","7/10/2000 0:00:00","FLASH FLOOD",75,"GRUNDY","IA",0,1,0,0
"388234","8/8/2000 0:00:00","LIGHTNING",181,"WARREN","IA",1,0,0,0
"388443","12/19/2000 0:00:00","EXTREME COLD",71,"IAZ071","IA",1,0,0,0
"388458","1/23/2000 0:00:00","WINTER STORM",39,"KSZ039","KS",2,2,0,0
"388524","2/25/2000 0:00:00","HIGH WIND",83,"KSZ083","KS",1,0,0,0
"388585","3/7/2000 0:00:00","TORNADO",175,"SEWARD","KS",0,2,3702,10056
"388603","3/7/2000 0:00:00","TORNADO",33,"COMANCHE","KS",0,1,3704,9921
"388604","3/7/2000 0:00:00","TSTM WIND",33,"COMANCHE","KS",0,1,3708,9920
"388693","4/19/2000 0:00:00","TORNADO",133,"NEOSHO","KS",0,3,3730,9520
"388697","4/19/2000 0:00:00","TORNADO",99,"LABETTE","KS",0,27,3715,9533
"388703","4/19/2000 0:00:00","TORNADO",37,"CRAWFORD","KS",0,4,3721,9503
"389441","6/29/2000 0:00:00","TSTM WIND",147,"PHILLIPS","KS",0,1,3957,9932
"389445","6/29/2000 0:00:00","TSTM WIND",193,"THOMAS","KS",0,1,3921,10114
"389482","6/29/2000 0:00:00","HAIL",9,"BARTON","KS",0,5,3822,9846
"389502","7/1/2000 0:00:00","FOG",12,"KSZ012","KS",2,3,0,0
"389589","7/10/2000 0:00:00","TSTM WIND",169,"SALINE","KS",0,1,3850,9736
"389590","7/10/2000 0:00:00","TSTM WIND",169,"SALINE","KS",0,1,3850,9736
"389607","7/13/2000 0:00:00","EXCESSIVE HEAT",37,"KSZ037","KS",2,0,0,0
"389889","7/14/2000 0:00:00","TORNADO",109,"JACKSON","KY",0,1,3719,8358
"389892","11/9/2000 0:00:00","TORNADO",229,"WASHINGTON","KY",0,1,3751,8504
"389909","4/23/2000 0:00:00","TORNADO",17,"CADDO","LA",0,3,3226,9403
"389978","8/1/2000 0:00:00","EXCESSIVE HEAT",8,"KSZ008>012 - 020>024 - 026 - 034>040 - 054>056 - 058>059","KS",0,14,0,0
"390276","9/22/2000 0:00:00","LIGHTNING",173,"SEDGWICK","KS",0,2,0,0
"390407","11/11/2000 0:00:00","WINTER STORM",8,"KSZ008>009","KS",0,2,0,0
"390413","12/11/2000 0:00:00","WINTER STORM",35,"KSZ035","KS",1,0,0,0
"390414","12/11/2000 0:00:00","WINTER STORM",36,"KSZ036","KS",1,0,0,0
"390417","12/12/2000 0:00:00","HEAVY SNOW",73,"KSZ073 - 097 - 101","KS",1,0,0,0
"390420","12/16/2000 0:00:00","HIGH WIND",1,"KSZ001>004 - 013>016 - 027>029 - 041>042","KS",0,2,0,0
"390430","1/3/2000 0:00:00","FLASH FLOOD",145,"MCCRACKEN","KY",0,1,0,0
"390445","1/3/2000 0:00:00","TORNADO",55,"CRITTENDEN","KY",0,3,3716,8805
"390458","1/3/2000 0:00:00","TORNADO",59,"DAVIESS","KY",0,18,3743,8711
"390583","2/18/2000 0:00:00","FLASH FLOOD",151,"MADISON","KY",1,0,0,0
"390620","4/20/2000 0:00:00","TSTM WIND",111,"JEFFERSON","KY",1,0,3814,8547
"390629","4/20/2000 0:00:00","TSTM WIND",229,"WASHINGTON","KY",0,1,3745,8510
"390630","4/20/2000 0:00:00","TORNADO",229,"WASHINGTON","KY",0,4,3748,8507
"390749","5/23/2000 0:00:00","TORNADO",85,"GRAYSON","KY",0,16,3732,8618
"390798","5/26/2000 0:00:00","TORNADO",35,"CALLOWAY","KY",0,4,3633,8819
"390841","6/15/2000 0:00:00","TSTM WIND",115,"JOHNSON","KY",0,1,3752,8248
"390871","6/27/2000 0:00:00","LIGHTNING",9,"BARREN","KY",1,0,0,0
"390916","7/10/2000 0:00:00","TSTM WIND",11,"BATH","KY",0,1,3804,8330
"391048","8/8/2000 0:00:00","LIGHTNING",205,"ROWAN","KY",1,1,0,0
"391103","8/9/2000 0:00:00","TSTM WIND",67,"FAYETTE","KY",1,0,3803,8430
"391170","8/24/2000 0:00:00","LIGHTNING",179,"NELSON","KY",2,0,0,0
"391182","9/9/2000 0:00:00","EXCESSIVE HEAT",103,"KYZ103","KY",0,65,0,0
"391258","11/9/2000 0:00:00","TSTM WIND",227,"WARREN","KY",0,1,3659,8626
"391267","11/9/2000 0:00:00","TSTM WIND",9,"BARREN","KY",0,1,3659,8554
"391273","11/9/2000 0:00:00","TSTM WIND",93,"HARDIN","KY",0,1,3745,8558
"391320","11/9/2000 0:00:00","TSTM WIND",191,"PENDLETON","KY",0,1,3841,8422
"391412","1/10/2000 0:00:00","FOG",42,"LAZ042","LA",0,1,0,0
"391470","3/15/2000 0:00:00","WATERSPOUT",109,"TERREBONNE","LA",2,0,0,0
"391472","3/15/2000 0:00:00","TORNADO",109,"TERREBONNE","LA",0,36,2936,9043
"391473","3/15/2000 0:00:00","TORNADO",57,"LAFOURCHE","LA",0,1,2934,9032
"391599","4/2/2000 0:00:00","TORNADO",23,"CAMERON","LA",0,2,2956,9322
"391627","4/3/2000 0:00:00","TORNADO",19,"CALCASIEU","LA",0,5,3005,9312
"391640","4/3/2000 0:00:00","TORNADO",97,"ST. LANDRY","LA",0,1,3027,9210
"391708","4/23/2000 0:00:00","TORNADO",15,"BOSSIER","LA",0,1,3219,9333
"391718","4/23/2000 0:00:00","TORNADO",17,"CADDO","LA",0,6,3229,9351
"391730","4/23/2000 0:00:00","TORNADO",49,"JACKSON","LA",0,1,3218,9227
"391787","6/4/2000 0:00:00","LIGHTNING",71,"ORLEANS","LA",2,0,0,0
"391795","6/21/2000 0:00:00","LIGHTNING",45,"IBERIA","LA",0,1,0,0
"391812","7/14/2000 0:00:00","EXCESSIVE HEAT",1,"LAZ001","LA",5,0,0,0
"391818","7/16/2000 0:00:00","EXCESSIVE HEAT",62,"LAZ062","LA",1,0,0,0
"391819","7/16/2000 0:00:00","EXCESSIVE HEAT",62,"LAZ062","LA",1,0,0,0
"391823","7/18/2000 0:00:00","LIGHTNING",51,"JEFFERSON","LA",1,0,0,0
"391824","7/18/2000 0:00:00","EXCESSIVE HEAT",5,"LAZ005","LA",2,0,0,0
"391825","7/19/2000 0:00:00","EXCESSIVE HEAT",14,"LAZ014","LA",1,0,0,0
"391895","8/19/2000 0:00:00","EXCESSIVE HEAT",1,"LAZ001","LA",1,0,0,0
"391896","8/20/2000 0:00:00","EXCESSIVE HEAT",14,"LAZ014","LA",1,0,0,0
"391925","8/23/2000 0:00:00","TORNADO",103,"ST. TAMMANY","LA",0,1,3029,8955
"392063","11/6/2000 0:00:00","TORNADO",9,"AVOYELLES","LA",0,3,3054,9213
"392098","12/12/2000 0:00:00","ICE STORM",1,"LAZ001>006 - 010>012","LA",1,1,0,0
"392099","12/13/2000 0:00:00","ICE STORM",1,"LAZ001","LA",1,1,0,0
"392103","12/16/2000 0:00:00","HIGH WIND",28,"LAZ028>030 - 032>033 - 041>042 - 054","LA",2,0,0,0
"392172","5/7/2000 0:00:00","LIGHTNING",11,"KENNEBEC","ME",0,1,0,0
"392187","6/25/2000 0:00:00","LIGHTNING",5,"CUMBERLAND","ME",0,1,0,0
"392192","6/27/2000 0:00:00","LIGHTNING",11,"KENNEBEC","ME",0,1,0,0
"392195","6/30/2000 0:00:00","LIGHTNING",15,"LINCOLN","ME",0,1,0,0
"392213","7/4/2000 0:00:00","TSTM WIND",5,"CUMBERLAND","ME",0,1,4403,7042
"392222","7/4/2000 0:00:00","LIGHTNING",9,"HANCOCK","ME",1,0,0,0
"392233","7/18/2000 0:00:00","LIGHTNING",7,"FRANKLIN","ME",0,2,0,0
"392236","7/18/2000 0:00:00","LIGHTNING",7,"FRANKLIN","ME",0,5,0,0
"392275","12/12/2000 0:00:00","STRONG WINDS",9,"MEZ009 - 014 - 018>028","ME",0,1,0,0
"392297","1/11/2000 0:00:00","HIGH WIND",3,"MDZ003>004 - 007","MD",0,1,0,0
"392301","1/13/2000 0:00:00","HIGH WIND",9,"MDZ009 - 013>014 - 016 - 018","MD",0,1,0,0
"392305","1/20/2000 0:00:00","WINTER STORM",2,"MDZ002>007 - 009>011 - 013>014 - 017>018","MD",0,1,0,0
"392314","1/25/2000 0:00:00","WINTER STORM",3,"MDZ003>007 - 009>011 - 013>014 - 016>018","MD",1,0,0,0
"392376","4/21/2000 0:00:00","LIGHTNING",33,"PRINCE GEORGE'S","MD",0,1,0,0
"392431","5/13/2000 0:00:00","LIGHTNING",13,"CARROLL","MD",0,1,0,0
"392462","5/13/2000 0:00:00","TORNADO",9,"CALVERT","MD",0,1,3845,7642
"392489","6/2/2000 0:00:00","WARM WEATHER",9,"MDZ009","MD",0,2,0,0
"392496","6/2/2000 0:00:00","LIGHTNING",9,"CALVERT","MD",0,1,0,0
"392519","6/15/2000 0:00:00","TSTM WIND",17,"CHARLES","MD",1,0,3825,7659
"392524","6/17/2000 0:00:00","LIGHTNING",3,"ANNE ARUNDEL","MD",1,8,0,0
"392545","6/25/2000 0:00:00","LIGHTNING",1,"ALLEGANY","MD",0,1,0,0
"392565","7/3/2000 0:00:00","LIGHTNING",9,"CALVERT","MD",1,0,0,0
"392574","7/13/2000 0:00:00","LIGHTNING",13,"CARROLL","MD",0,1,0,0
"392585","7/14/2000 0:00:00","LIGHTNING",25,"HARFORD","MD",1,0,0,0
"392590","7/14/2000 0:00:00","LIGHTNING",29,"KENT","MD",0,1,0,0
"392697","9/3/2000 0:00:00","HEAVY RAIN",31,"MONTGOMERY","MD",0,1,0,0
"392828","5/8/2000 0:00:00","LIGHTNING",1,"BARNSTABLE","MA",0,1,0,0
"392863","6/2/2000 0:00:00","TSTM WIND",15,"HAMPSHIRE","MA",0,1,4219,7238
"392902","6/27/2000 0:00:00","LIGHTNING",17,"MIDDLESEX","MA",1,3,0,0
"392947","8/3/2000 0:00:00","TSTM WIND",11,"FRANKLIN","MA",0,3,4235,7218
"393027","3/15/2000 0:00:00","TSTM WIND",27,"CASS","MI",0,1,4202,8606
"393038","4/20/2000 0:00:00","LIGHTNING",161,"WASHTENAW","MI",0,2,0,0
"393088","5/9/2000 0:00:00","TSTM WIND",91,"LENAWEE","MI",0,3,4154,8402
"393112","5/9/2000 0:00:00","TSTM WIND",163,"WAYNE","MI",0,3,4215,8313
"393120","5/11/2000 0:00:00","LIGHTNING",163,"WAYNE","MI",0,3,0,0
"393122","5/11/2000 0:00:00","LIGHTNING",163,"WAYNE","MI",0,1,0,0
"393196","5/18/2000 0:00:00","LIGHTNING",163,"WAYNE","MI",0,9,0,0
"393221","5/18/2000 0:00:00","TSTM WIND",161,"WASHTENAW","MI",1,0,4224,8334
"393405","7/28/2000 0:00:00","TSTM WIND",81,"KENT","MI",1,1,4255,8530
"393544","9/1/2000 0:00:00","LIGHTNING",55,"GRAND TRAVERSE","MI",1,1,0,0
"393560","9/11/2000 0:00:00","TSTM WIND",49,"GENESEE","MI",0,1,4302,8341
"393565","9/11/2000 0:00:00","LIGHTNING",99,"MACOMB","MI",0,1,0,0
"393591","12/11/2000 0:00:00","HEAVY SNOW",47,"MIZ047>049 - 053>055 - 060>062 - 068>069","MI",0,1,0,0
"393952","7/7/2000 0:00:00","FLASH FLOOD",37,"DAKOTA","MN",1,0,0,0
"393969","7/8/2000 0:00:00","TORNADO",159,"WADENA","MN",0,3,4624,9501
"393972","7/8/2000 0:00:00","TORNADO",153,"TODD","MN",0,1,4622,9449
"394053","7/25/2000 0:00:00","TORNADO",173,"YELLOW MEDICINE","MN",1,15,4454,9540
"394196","8/14/2000 0:00:00","TSTM WIND",21,"CASS","MN",1,0,4704,9418
"394279","8/25/2000 0:00:00","LIGHTNING",145,"STEARNS","MN",0,1,0,0
"394397","1/3/2000 0:00:00","TORNADO",71,"LAFAYETTE","MS",0,3,3411,8931
"394399","1/3/2000 0:00:00","TORNADO",145,"UNION","MS",0,4,3423,8915
"394547","3/10/2000 0:00:00","TSTM WIND",75,"LAUDERDALE","MS",0,2,3222,8843
"394756","6/13/2000 0:00:00","EXCESSIVE HEAT",13,"MSZ013","MS",1,0,0,0
"394768","6/19/2000 0:00:00","EXCESSIVE HEAT",25,"MSZ025","MS",1,0,0,0
"394787","6/26/2000 0:00:00","EXCESSIVE HEAT",43,"MSZ043","MS",1,0,0,0
"394791","7/8/2000 0:00:00","EXCESSIVE HEAT",82,"MSZ082","MS",1,0,0,0
"394797","7/13/2000 0:00:00","EXCESSIVE HEAT",1,"MSZ001","MS",1,0,0,0
"394798","7/13/2000 0:00:00","EXCESSIVE HEAT",48,"MSZ048 - 054","MS",2,0,0,0
"394803","7/14/2000 0:00:00","EXCESSIVE HEAT",60,"MSZ060","MS",1,0,0,0
"394808","7/15/2000 0:00:00","TSTM WIND",87,"LOWNDES","MS",1,1,3330,8827
"394835","7/17/2000 0:00:00","TSTM WIND",101,"NEWTON","MS",0,1,3223,8917
"394842","7/17/2000 0:00:00","TSTM WIND",67,"JONES","MS",0,1,3146,8913
"394849","7/17/2000 0:00:00","EXCESSIVE HEAT",19,"MSZ019","MS",1,0,0,0
"394855","7/18/2000 0:00:00","EXCESSIVE HEAT",82,"MSZ082","MS",1,0,0,0
"394856","7/18/2000 0:00:00","EXCESSIVE HEAT",3,"MSZ003 - 022","MS",1,0,0,0
"394865","7/20/2000 0:00:00","TSTM WIND",27,"COAHOMA","MS",0,1,3412,9035
"394873","7/20/2000 0:00:00","TSTM WIND",71,"LAFAYETTE","MS",1,2,3422,8931
"394901","7/20/2000 0:00:00","TSTM WIND",87,"LOWNDES","MS",1,0,3330,8826
"394904","7/20/2000 0:00:00","EXCESSIVE HEAT",34,"MSZ034","MS",1,0,0,0
"394907","7/20/2000 0:00:00","LIGHTNING",35,"FORREST","MS",1,0,0,0
"395044","8/20/2000 0:00:00","EXCESSIVE HEAT",12,"MSZ012","MS",1,0,0,0
"395054","8/22/2000 0:00:00","EXCESSIVE HEAT",17,"MSZ017","MS",1,0,0,0
"395056","8/25/2000 0:00:00","EXCESSIVE HEAT",34,"MSZ034","MS",1,0,0,0
"395091","8/29/2000 0:00:00","EXCESSIVE HEAT",54,"MSZ054","MS",1,0,0,0
"395163","11/6/2000 0:00:00","HIGH WIND",44,"MSZ044","MS",1,1,0,0
"395171","11/8/2000 0:00:00","TSTM WIND",81,"LEE","MS",0,1,3412,8842
"395216","12/16/2000 0:00:00","TORNADO",75,"LAUDERDALE","MS",0,17,3224,8840
"395232","12/31/2000 0:00:00","EXTREME COLD",13,"MSZ013","MS",1,0,0,0
"395247","1/3/2000 0:00:00","TSTM WIND",31,"CAPE GIRARDEAU","MO",0,3,3715,8940
"395325","3/8/2000 0:00:00","WILD/FOREST FIRE",59,"DALLAS","MO",0,1,0,0
"395455","4/5/2000 0:00:00","WILD/FOREST FIRE",29,"CAMDEN","MO",0,1,0,0
"395459","4/5/2000 0:00:00","WILD/FOREST FIRE",209,"STONE","MO",0,3,0,0
"395634","5/7/2000 0:00:00","FLASH FLOOD",71,"FRANKLIN","MO",2,0,0,0
"395831","5/24/2000 0:00:00","TSTM WIND",155,"PEMISCOT","MO",0,1,3622,8949
"396105","7/2/2000 0:00:00","EXCESSIVE HEAT",63,"MOZ063>064","MO",4,103,0,0
"396130","7/14/2000 0:00:00","EXCESSIVE HEAT",28,"MOZ028 - 032 - 037","MO",3,0,0,0
"396131","7/15/2000 0:00:00","LIGHTNING",93,"IRON","MO",0,4,0,0
"396207","8/7/2000 0:00:00","EXCESSIVE HEAT",28,"MOZ028>029 - 037","MO",3,0,0,0
"396292","8/19/2000 0:00:00","TSTM WIND",47,"CLAY","MO",0,2,3924,9435
"396303","8/22/2000 0:00:00","EXCESSIVE HEAT",20,"MOZ020>021 - 028>030 - 037>038 - 043>045 - 053>054","MO",1,0,0,0
"396374","8/27/2000 0:00:00","EXCESSIVE HEAT",55,"MOZ055>058 - 066>071 - 077>083 - 088>098 - 101>106","MO",1,0,0,0
"396376","8/28/2000 0:00:00","EXCESSIVE HEAT",41,"MOZ041 - 050>052 - 061 - 063>064 - 072 - 074 - 085","MO",1,125,0,0
"396379","9/1/2000 0:00:00","EXCESSIVE HEAT",1,"MOZ001>008 - 011>017 - 020>025 - 028>033 - 037>040 - 043>046 - 053>054","MO",3,0,0,0
"396380","9/1/2000 0:00:00","EXCESSIVE HEAT",41,"MOZ041 - 052 - 061 - 063>064","MO",1,38,0,0
"396520","12/10/2000 0:00:00","EXTREME COLD",1,"MOZ001>008 - 011>017 - 020>025 - 028>033 - 037>040 - 043>046 - 053>054","MO",1,0,0,0
"396559","1/9/2000 0:00:00","HIGH WIND",14,"MTZ014","MT",0,1,0,0
"396626","4/5/2000 0:00:00","HIGH WIND",16,"MTZ016>027","MT",0,1,0,0
"396981","7/9/2000 0:00:00","TSTM WIND/HAIL",17,"CUSTER","MT",0,2,0,0
"397053","7/22/2000 0:00:00","TSTM WIND",29,"FLATHEAD","MT",1,1,4804,11404
"397055","7/23/2000 0:00:00","WILD/FOREST FIRE",49,"LEWIS AND CLARK","MT",0,2,0,0
"397085","7/31/2000 0:00:00","WILD/FOREST FIRE",1,"BEAVERHEAD","MT",0,6,0,0
"397086","8/1/2000 0:00:00","WILD/FOREST FIRE",1,"BEAVERHEAD","MT",0,6,0,0
"397088","8/1/2000 0:00:00","WILD/FOREST FIRE",49,"LEWIS AND CLARK","MT",0,2,0,0
"397128","8/2/2000 0:00:00","WILD/FOREST FIRE",43,"JEFFERSON","MT",0,2,0,0
"397181","8/15/2000 0:00:00","WILD/FOREST FIRE",31,"GALLATIN","MT",0,3,0,0
"397185","9/1/2000 0:00:00","WILD/FOREST FIRE",1,"BEAVERHEAD","MT",0,6,0,0
"397186","9/1/2000 0:00:00","WILD/FOREST FIRE",31,"GALLATIN","MT",0,3,0,0
"397230","9/9/2000 0:00:00","DUST STORM",43,"MTZ043","MT",1,8,0,0
"397283","12/25/2000 0:00:00","AVALANCHE",55,"MTZ055","MT",0,1,0,0
"397326","5/10/2000 0:00:00","LIGHTNING",35,"SOMERSET","NJ",0,1,0,0
"397356","1/3/2000 0:00:00","WINTER STORM",55,"NEZ055","NE",0,1,0,0
"397453","5/7/2000 0:00:00","HAIL",105,"KIMBALL","NE",0,1,4114,10340
"397550","5/17/2000 0:00:00","TORNADO",111,"LINCOLN","NE",0,2,4057,10022
"398549","8/3/2000 0:00:00","DUST STORM",4,"NVZ004","NV",0,15,0,0
"398602","1/21/2000 0:00:00","STRONG WINDS",1,"NHZ001>010 - 013>014","NH",1,0,0,0
"398638","6/17/2000 0:00:00","THUNDERSTORM WIND (G40)",15,"ROCKINGHAM","NH",1,0,0,0
"398640","6/25/2000 0:00:00","LIGHTNING",1,"BELKNAP","NH",0,2,0,0
"398652","7/18/2000 0:00:00","LIGHTNING",15,"ROCKINGHAM","NH",0,2,0,0
"398654","7/29/2000 0:00:00","LIGHTNING",1,"BELKNAP","NH",0,2,0,0
"398727","4/9/2000 0:00:00","HEAVY SNOW",1,"NJZ001","NJ",0,4,0,0
"398749","5/13/2000 0:00:00","TSTM WIND",41,"WARREN","NJ",0,1,4051,7500
"398773","5/18/2000 0:00:00","TSTM WIND",13,"ESSEX","NJ",0,1,4051,7416
"398795","5/29/2000 0:00:00","RIP CURRENTS",29,"OCEAN","NJ",1,0,0,0
"398798","6/2/2000 0:00:00","TSTM WIND",41,"WARREN","NJ",0,1,4051,7449
"398801","6/2/2000 0:00:00","TSTM WIND",3,"BERGEN","NJ",0,2,4100,7402
"398804","6/2/2000 0:00:00","TSTM WIND",13,"ESSEX","NJ",0,1,4044,7411
"398824","7/1/2000 0:00:00","RIP CURRENTS",29,"OCEAN","NJ",1,1,0,0
"398857","8/7/2000 0:00:00","LIGHTNING",7,"CAMDEN","NJ",0,1,0,0
"398858","8/7/2000 0:00:00","TSTM WIND",21,"MERCER","NJ",0,2,4024,7445
"398865","8/7/2000 0:00:00","LIGHTNING",25,"MONMOUTH","NJ",0,1,0,0
"398875","8/12/2000 0:00:00","LIGHTNING",9,"CAPE MAY","NJ",0,1,0,0
"398928","10/4/2000 0:00:00","TSTM WIND",21,"MERCER","NJ",0,3,4018,7444
"398951","12/12/2000 0:00:00","HIGH WIND",1,"NJZ001 - 007>010 - 012>026","NJ",0,11,0,0
"398952","12/12/2000 0:00:00","HIGH WIND",2,"NJZ002>006 - 011","NJ",0,3,0,0
"398980","12/17/2000 0:00:00","TSTM WIND",31,"PASSAIC","NJ",0,2,4052,7409
"399044","6/19/2000 0:00:00","TSTM WIND",15,"EDDY","NM",0,1,3257,10433
"399106","8/16/2000 0:00:00","LIGHTNING",39,"RIO ARRIBA","NM",0,1,0,0
"399135","10/23/2000 0:00:00","TSTM WIND",45,"SAN JUAN","NM",0,1,3618,10812
"399166","1/17/2000 0:00:00","EXTREME WINDCHILL",67,"NYZ067>081","NY",3,0,0,0
"399199","2/18/2000 0:00:00","WINTER STORM",67,"NYZ067>072 - 076>079","NY",1,0,0,0
"399201","2/19/2000 0:00:00","AVALANCHE",34,"NYZ034","NY",1,5,0,0
"399230","3/11/2000 0:00:00","TSTM WIND",103,"SUFFOLK","NY",0,4,4054,7224
"399231","3/11/2000 0:00:00","LIGHTNING",59,"NASSAU","NY",1,1,0,0
"399264","5/2/2000 0:00:00","WIND",60,"NYZ060","NY",0,2,0,0
"399291","5/10/2000 0:00:00","LIGHTNING",1,"ALBANY","NY",0,2,0,0
"399292","5/10/2000 0:00:00","LIGHTNING",71,"ORANGE","NY",0,1,0,0
"399318","5/10/2000 0:00:00","HAIL",65,"ONEIDA","NY",0,1,4315,7527
"399446","5/18/2000 0:00:00","TSTM WIND",101,"STEUBEN","NY",0,1,4209,7703
"399447","5/18/2000 0:00:00","TSTM WIND",7,"BROOME","NY",0,1,4212,7546
"399477","6/3/2000 0:00:00","HEAVY RAIN",47,"COLUMBUS","NC",0,1,0,0
"399484","6/14/2000 0:00:00","LIGHTNING",119,"MECKLENBURG","NC",0,1,0,0
"399623","6/2/2000 0:00:00","TSTM WIND",15,"CHEMUNG","NY",0,1,4200,7632
"399684","6/2/2000 0:00:00","TSTM WIND",105,"SULLIVAN","NY",0,4,4131,7452
"399687","6/2/2000 0:00:00","TORNADO",119,"WESTCHESTER","NY",0,2,4117,7356
"399695","6/2/2000 0:00:00","TSTM WIND",47,"KINGS","NY",0,1,4039,7356
"399696","6/2/2000 0:00:00","TSTM WIND",61,"NEW YORK","NY",0,2,4044,7400
"399699","6/2/2000 0:00:00","TSTM WIND",103,"SUFFOLK","NY",0,1,4055,7308
"399703","6/2/2000 0:00:00","LIGHTNING",47,"KINGS","NY",0,5,0,0
"399779","6/29/2000 0:00:00","LIGHTNING",29,"ERIE","NY",0,2,0,0
"399856","7/28/2000 0:00:00","LIGHTNING",63,"NIAGARA","NY",0,4,0,0
"399881","8/1/2000 0:00:00","TSTM WIND",65,"ONEIDA","NY",0,3,4313,7517
"399887","8/2/2000 0:00:00","LIGHTNING",1,"ALBANY","NY",0,5,0,0
"399905","8/3/2000 0:00:00","LIGHTNING",39,"GREENE","NY",0,1,0,0
"399957","8/12/2000 0:00:00","LIGHTNING",105,"SULLIVAN","NY",0,1,0,0
"399984","9/12/2000 0:00:00","TSTM WIND",75,"OSWEGO","NY",0,1,4317,7617
"399997","9/12/2000 0:00:00","LIGHTNING",109,"TOMPKINS","NY",0,1,0,0
"400027","9/21/2000 0:00:00","TSTM WIND",91,"SARATOGA","NY",0,2,4300,7352
"400058","12/11/2000 0:00:00","FOG",69,"NYZ069","NY",0,1,0,0
"400065","12/12/2000 0:00:00","HIGH WIND",67,"NYZ067>081","NY",1,6,0,0
"400091","12/17/2000 0:00:00","FLASH FLOOD",111,"ULSTER","NY",1,0,0,0
"400208","3/28/2000 0:00:00","HIGH WIND",52,"NCZ052>053 - 062 - 067>068 - 070>072","NC",0,1,0,0
"400212","4/4/2000 0:00:00","GUSTY WINDS",67,"NCZ067","NC",1,0,0,0
"400227","4/8/2000 0:00:00","TSTM WIND",83,"HALIFAX","NC",0,1,3613,7751
"400235","4/13/2000 0:00:00","FOG",54,"NCZ054","NC",1,14,0,0
"400237","4/15/2000 0:00:00","TORNADO",49,"CRAVEN","NC",0,1,3508,7701
"400355","5/19/2000 0:00:00","TSTM WIND",171,"SURRY","NC",0,2,3619,8051
"400473","5/25/2000 0:00:00","TSTM WIND",135,"ORANGE","NC",0,2,3555,7904
"400560","6/2/2000 0:00:00","LIGHTNING",17,"BLADEN","NC",0,1,0,0
"400603","6/14/2000 0:00:00","LIGHTNING",47,"COLUMBUS","NC",0,1,0,0
"400640","6/22/2000 0:00:00","TSTM WIND",91,"HERTFORD","NC",0,1,3627,7706
"400643","6/22/2000 0:00:00","LIGHTNING",191,"WAYNE","NC",0,1,0,0
"400659","6/25/2000 0:00:00","LIGHTNING",121,"MITCHELL","NC",1,5,0,0
"400688","7/12/2000 0:00:00","URBAN/SML STREAM FLD",119,"MECKLENBURG","NC",0,3,0,0
"400878","8/18/2000 0:00:00","TSTM WIND",159,"ROWAN","NC",0,1,3547,8030
"400880","8/18/2000 0:00:00","TSTM WIND",45,"CLEVELAND","NC",0,1,3518,8133
"400888","8/18/2000 0:00:00","GUSTY WINDS",97,"IREDELL","NC",1,0,0,0
"400894","8/18/2000 0:00:00","LIGHTNING",51,"CUMBERLAND","NC",0,1,0,0
"400944","8/20/2000 0:00:00","RIP CURRENTS",129,"NEW HANOVER","NC",1,0,0,0
"400989","9/13/2000 0:00:00","RIP CURRENTS",129,"NEW HANOVER","NC",3,0,0,0
